Family,Genus,Species,Type,Seed_plant_Fern
Moraceae,Ficus,Ficus_calyculata,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_citrifolia,Host,Seed plant
Moraceae,Ficus,Ficus_colubrinae,Host,Seed plant
Moraceae,Ficus,Ficus_concolor,Host,Seed plant
Moraceae,Ficus,Ficus_cotinifolia,Host,Seed plant
Moraceae,Ficus,Ficus_cremersii,Host,Seed plant
Moraceae,Ficus,Ficus_cuatrecasana,Host,Seed plant
Moraceae,Ficus,Ficus_curtipes,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_cyclophylla,Host,Seed plant
Moraceae,Ficus,Ficus_enormis,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_eximia,Host,Seed plant
Moraceae,Ficus,Ficus_glabrata,Host,Seed plant
Moraceae,Ficus,Ficus_gomelleira,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_hartwegii,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_HEsp10,Host,Seed plant
Moraceae,Ficus,Ficus_HEsp4,Host,Seed plant
Moraceae,Ficus,Ficus_HEsp7,Host,Seed plant
Moraceae,Ficus,Ficus_HEsp9,Host,Seed plant
Moraceae,Ficus,Ficus_involuta,Host,Seed plant
Moraceae,Ficus,Ficus_krukovii,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_LMN0001,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_LMN0003,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_LMN0004,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_LMN0005,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_MA1012,Host,Seed plant
Moraceae,Ficus,Ficus_MA1027,Host,Seed plant
Moraceae,Ficus,Ficus_macbridei,Host,Seed plant
Moraceae,Ficus,Ficus_maxima,Host,Seed plant
Moraceae,Ficus,Ficus_microcarpa,Host,Seed plant
Moraceae,Ficus,Ficus_MK001,Host,Seed plant
Moraceae,Ficus,Ficus_obtusifolia,Host,Seed plant
Moraceae,Ficus,Ficus_paracamptophylla,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_perforatum,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_pertusa,Host,Seed plant
Moraceae,Ficus,Ficus_petenensis,Host,Seed plant
Moraceae,Ficus,Ficus_PH001,Host,Seed plant
Moraceae,Ficus,Ficus_radula,Host,Seed plant
Moraceae,Ficus,Ficus_sp.nov.JH1559,Host,Seed plant
Moraceae,Ficus,Ficus_sp01,Host,Seed plant
Moraceae,Ficus,Ficus_spPasP1,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_trachypison,Epiphyte,Seed plant
Moraceae,Ficus,Ficus_trapezicola,Host,Seed plant
Moraceae,Ficus,Ficus_trigona,Host,Seed plant
Moraceae,Ficus,Ficus_yoponensis,Host,Seed plant
Moraceae,Helicostylis,Helicostylis_scabra,Host,Seed plant
Moraceae,Helicostylis,Helicostylis_tomentosa,Host,Seed plant
Moraceae,Maclura,Maclura_tinctoria,Host,Seed plant
Moraceae,Maquira,Maquira_calophylla,Host,Seed plant
Moraceae,Maquira,Maquira_coriacea,Host,Seed plant
Moraceae,Maquira,Maquira_MA1043,Host,Seed plant
Moraceae,Morus,Morus_insignis,Host,Seed plant
Moraceae,Naucleopsis,Naucleopsis_caloneura,Host,Seed plant
Moraceae,Naucleopsis,Naucleopsis_krukovii,Host,Seed plant
Moraceae,Naucleopsis,Naucleopsis_ulei,Host,Seed plant
Moraceae,Perebea,Perebea_guianensis,Host,Seed plant
Moraceae,Perebea,Perebea_tessmanii,Host,Seed plant
Moraceae,Perebea,Perebea_xanthochyma,Host,Seed plant
Moraceae,Poulsenia,Poulsenia_armata,Host,Seed plant
Moraceae,Pseudolmedia,Pseudolmedia_laevigata,Host,Seed plant
Moraceae,Pseudolmedia,Pseudolmedia_laevis,Host,Seed plant
Moraceae,Pseudolmedia,Pseudolmedia_MVI001,Host,Seed plant
Moraceae,Pseudolmedia,Pseudolmedia_rigida,Host,Seed plant
Moraceae,Sorocea,Sorocea_bonplandii,Host,Seed plant
Moraceae,Sorocea,Sorocea_guilleminiana,Host,Seed plant
Moraceae,Sorocea,Sorocea_racemosa,Host,Seed plant
Moraceae,Sorocea,Sorocea_steinbachii,Host,Seed plant
Moraceae,Trophis,Trophis_mexicana,Host,Seed plant
Myricaceae,Myrica,Myrica_pubescens,Host,Seed plant
Myristicaceae,Compsoneura,Compsoneura_sprucei,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_coriacea,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_crassifolia,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_hostmannii,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_juruensis,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_laevis,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_lancifolia,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_macrophylla,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_MVI001,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_obovata,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_paraensis,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_polyneura,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_sagotiana,Host,Seed plant
Myristicaceae,Iryanthera,Iryanthera_tricornis,Host,Seed plant
Myristicaceae,Osteophloeum,Osteophloeum_platyspermum,Host,Seed plant
Myristicaceae,Virola,Virola_bicuhyba,Host,Seed plant
Myristicaceae,Virola,Virola_duckei,Host,Seed plant
Myristicaceae,Virola,Virola_flexuosa,Host,Seed plant
Myristicaceae,Virola,Virola_mollissima,Host,Seed plant
Myristicaceae,Virola,Virola_multinervia,Host,Seed plant
Myristicaceae,Virola,Virola_obovata,Host,Seed plant
Myristicaceae,Virola,Virola_pavonis,Host,Seed plant
Myristicaceae,Virola,Virola_sebifera,Host,Seed plant
Myristicaceae,Virola,Virola_sp,Host,Seed plant
Myristicaceae,Virola,Virola_surinamensis,Host,Seed plant
Myristicaceae,Virola,Virola_urbaniana,Host,Seed plant
Myristicaceae,Virola,Virola_venosa,Host,Seed plant
Myrtaceae,Blepharocalyx,Blepharocalyx_salicifolius,Host,Seed plant
Myrtaceae,Calyptranthes,Calyptranthes_concina,Host,Seed plant
Myrtaceae,Calyptranthes,Calyptranthes_brasiliensis,Host,Seed plant
Myrtaceae,Calyptranthes,Calyptranthes_JA1034,Host,Seed plant
Myrtaceae,Calyptranthes,Calyptranthes_MA1001,Host,Seed plant
Myrtaceae,Calyptranthes,Calyptranthes_MA1013,Host,Seed plant
Myrtaceae,Calyptranthes,Calyptranthes_multiflora,Host,Seed plant
Myrtaceae,Calyptranthes,Calyptranthes_schiedeana,Host,Seed plant
Myrtaceae,Campomanesia,Campomanesia_dichotoma,Host,Seed plant
Myrtaceae,Campomanesia,Campomanesia_guaviroba,Host,Seed plant
Myrtaceae,Campomanesia,Campomanesia_xanthocarpa,Host,Seed plant
Myrtaceae,Eucalyptus,Eucalyptus_AM13,Host,Seed plant
Myrtaceae,Eucalyptus,Eucalyptus_glyptostroboides,Host,Seed plant
Myrtaceae,Eucalyptus,Eucalyptus_sp,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_acapulcensis,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_affnutans,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_brasiliensis,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_capuli,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_cereja,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_cuculata,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_dodonaeifolia,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_excelsa,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_florida,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_HKsp.1,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_involucrata,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_itapemirimensis,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_JA1021,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_JA1040,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_latifolia,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_MA1002,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_macrocarpa,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_MK001,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_moraviana,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_MVI043,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_MVI044,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_nutans,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_oblongata,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_ochrophloea,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_paracatuana,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_patens,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_patrisii,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_punicifolia,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_schottiana,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_schunkei,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_sp05,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_sp08,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_subterminalis,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_ternatifolia,Host,Seed plant
Myrtaceae,Eugenia,Eugenia_uniflora,Host,Seed plant
Myrtaceae,Marlierea,Marlierea_sp03,Host,Seed plant
Myrtaceae,Marlierea,Marlierea_sylvatica,Host,Seed plant
Myrtaceae,Myrceugenia,Myrceugenia_alpigena,Host,Seed plant
Myrtaceae,Myrceugenia,Myrceugenia_pilotantha,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_coelosepala,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_CTB001,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_CTB002,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_CTB003,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_CTB004,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_CTB005,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_fenzliana,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_hartwegiana,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_obovata,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_pulchra,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_racemosa,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_retorta,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_servata,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_sp,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_splendens,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_tijucensis,Host,Seed plant
Myrtaceae,Myrcia,Myrcia_venulosa,Host,Seed plant
Myrtaceae,Myrcianthes,Myrcianthes_aff._fragrans,Host,Seed plant
Myrtaceae,Myrcianthes,Myrcianthes_pseudomato,Host,Seed plant
Myrtaceae,Myrciaria,Myrciaria_cauliflora,Host,Seed plant
Myrtaceae,Myrciaria,Myrciaria_floribunda,Host,Seed plant
Myrtaceae,Pimenta,Pimenta_pseudocaryophyllus,Host,Seed plant
Myrtaceae,Plinia,Plinia_AM15,Host,Seed plant
Myrtaceae,Plinia,Plinia_rara,Host,Seed plant
Myrtaceae,Plinia,Plinia_sp01,Host,Seed plant
Myrtaceae,Psidium,Psidium_cattleyanum,Host,Seed plant
Myrtaceae,Psidium,Psidium_guajava,Host,Seed plant
Myrtaceae,Psidium,Psidium_HEsp1,Host,Seed plant
Myrtaceae,Psidium,Psidium_myrtoides,Host,Seed plant
Myrtaceae,Siphoneugenia,Siphoneugenia_reitzii,Host,Seed plant
Myrtaceae,Syzygium,Syzygium_cumini,Host,Seed plant
Nephrolepidaceae,Nephrolepis,Nephrolepis_cordifolia,Epiphyte,Fern
Nephrolepidaceae,Nephrolepis,Nephrolepis_exaltata,Epiphyte,Fern
Nephrolepidaceae,Nephrolepis,Nephrolepis_LMN0001,Epiphyte,Seed plant
Nephrolepidaceae,Nephrolepis,Nephrolepis_MA1012,Epiphyte,Seed plant
Nephrolepidaceae,Nephrolepis,Nephrolepis_MJC85,Epiphyte,Seed plant
Nephrolepidaceae,Nephrolepis,Nephrolepis_multiflora,Epiphyte,Fern
Nephrolepidaceae,Nephrolepis,Nephrolepis_pectinata,Epiphyte,Fern
Nephrolepidaceae,Nephrolepis,Nephrolepis_pendula,Epiphyte,Fern
Nephrolepidaceae,Nephrolepis,Nephrolepis_rivularis,Epiphyte,Fern
Nephrolepidaceae,Nephrolepis,Nephrolepis_sp38,Epiphyte,Seed plant
Nyctaginaceae,Guapira,Guapira_affolfersiana,Host,Seed plant
Nyctaginaceae,Guapira,Guapira_costaricana,Host,Seed plant
Nyctaginaceae,Guapira,Guapira_laxifolia,Host,Seed plant
Nyctaginaceae,Guapira,Guapira_obtusata,Host,Seed plant
Nyctaginaceae,Guapira,Guapira_opposita,Host,Seed plant
Nyctaginaceae,Neea,Neea_floribunda,Host,Seed plant
Nyctaginaceae,Neea,Neea_MA1039,Host,Seed plant
Nyctaginaceae,Neea,Neea_MK001,Host,Seed plant
Nyctaginaceae,Neea,Neea_MVI001,Host,Seed plant
Nyctaginaceae,Neea,Neea_oppositifolia,Host,Seed plant
Nyctaginaceae,Neea,Neea_verticillata,Host,Seed plant
Ochnaceae,Elvasia,Elvasia_JA1001,Host,Seed plant
Ochnaceae,Elvasia,Elvasia_JA1008,Host,Seed plant
Ochnaceae,Ouratea,Ouratea_angulata,Host,Seed plant
Ochnaceae,Quiina,Quiina_glaziovii,Host,Seed plant
Ochnaceae,Quiina,Quiina_negrensis,Host,Seed plant
Olacaceae,Heisteria,Heisteria_sp.nov.,Host,Seed plant
Olacaceae,Minquartia,Minquartia_guianensis,Host,Seed plant
Olacaceae,Tetrastylidium,Tetrastylidium_grandifolium,Host,Seed plant
Olacaceae,Ximenia,Ximenia_americana,Host,Seed plant
Olacaceae ,Dulacia,Dulacia_guianensis,Host,Seed plant
Oleaceae,Chionanthus,Chionanthus_filiformis,Host,Seed plant
Oleaceae,Chionanthus,Chionanthus_ligustrinus,Host,Seed plant
Oleaceae,Chionanthus,Chionanthus_micranthus,Host,Seed plant
Oleaceae,Chionanthus,Chionanthus_trichotomus,Host,Seed plant
Oleaceae,Fraxinus,Fraxinus_dubia,Host,Seed plant
Oleaceae,Ligustrum,Ligustrum_lucidum,Host,Seed plant
Oleaceae,Olea,Olea_europaea,Host,Seed plant
Oleandraceae,Oleandra,Oleandra_articulata,Epiphyte,Seed plant
Oleandraceae,Oleandra,Oleandra_lehmannii,Epiphyte,Seed plant
Oleandraceae,Oleandra,Oleandra_pilosa,Epiphyte,Seed plant
Onagraceae,Fuchsia,Fuchsia_regia,Epiphyte,Seed plant
Onagraceae,Hauya,Hauya_elegans,Host,Seed plant
Ophioglossaceae,Cheiroglossa,Cheiroglossa_palmata,Epiphyte,Seed plant
Ophioglossaceae,Ophioglossum,Ophioglossum_palmatum,Epiphyte,Fern
Opiliaceae,Agonandra,Agonandra_excelsa,Host,Seed plant
Opiliaceae,Agonandra,Agonandra_sylvatica,Host,Seed plant
Orchidaceae,Acianthera,Acianthera_AM01,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_angustifolia,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_aphthosa,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_auriculata,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_boliviana,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_casapensis,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_circumplexa,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_crinita,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_cryptantha,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_decipiens,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_discophylla,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_dutrae,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_glanduligera,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_heringeri,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_hygrophila,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_luteola,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_malachantha,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_oligantha,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_pubescens,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_ramosa,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_recurva,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_saundersiana,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_sicaria,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_tricarinata,Epiphyte,Seed plant
Orchidaceae,Acianthera,Acianthera_verecunda,Epiphyte,Seed plant
Orchidaceae,Acineta,Acineta_barkeri,Epiphyte,Seed plant
Orchidaceae,Ada,Ada_MJC835,Epiphyte,Seed plant
Orchidaceae,Aganisia,Aganisia_fimbriata,Epiphyte,Seed plant
Orchidaceae,Aganisia,Aganisia_pulchella,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_DAJL69,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_acuminata,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_affdolichopus_HP0905,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_CTB001,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_dimidia,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_dolichopus,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_dryadum,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_imberbis,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_laciniata,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_liparanges,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_mediocarinata,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_obovata,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_pachyphyta,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_rabei,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_radialis,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_rubens,Epiphyte,Seed plant
Orchidaceae,Anathallis,Anathallis_spiculifera,Epiphyte,Seed plant
Orchidaceae,Arpophyllum,Arpophyllum_giganteum,Epiphyte,Seed plant
Orchidaceae,Arpophyllum,Arpophyllum_JWsp1,Epiphyte,Seed plant
Orchidaceae,Arpophyllum,Arpophyllum_laxiflorum,Epiphyte,Seed plant
Orchidaceae,Aspasia,Aspasia_epidendroides,Epiphyte,Seed plant
Orchidaceae,Aspasia,Aspasia_principissa,Epiphyte,Seed plant
Orchidaceae,Aspasia,Aspasia_variegata,Epiphyte,Seed plant
Orchidaceae,Barbosella,Barbosella_cucullata,Epiphyte,Seed plant
Orchidaceae,Batemannia,Batemannia_colleyi,Epiphyte,Seed plant
Orchidaceae,Batemannia,Batemannia_leferenzii,Epiphyte,Seed plant
Orchidaceae,Beloglottis,Beloglottis_boliviensis,Epiphyte,Seed plant
Orchidaceae,Bifrenaria,Bifrenaria_aureofulva,Epiphyte,Seed plant
Orchidaceae,Bifrenaria,Bifrenaria_harrisoniae,Epiphyte,Seed plant
Orchidaceae,Bifrenaria,Bifrenaria_longicornis,Epiphyte,Seed plant
Orchidaceae,Bifrenaria,Bifrenaria_MA1002,Epiphyte,Seed plant
Orchidaceae,Bifrenaria,Bifrenaria_stefanae,Epiphyte,Seed plant
Orchidaceae,Bifrenaria,Bifrenaria_vitellina,Epiphyte,Seed plant
Orchidaceae,Brachionidium,Brachionidium_yanachagaensis,Epiphyte,Seed plant
Orchidaceae,Braemia,Braemia_vittata,Epiphyte,Seed plant
Orchidaceae,Brasiliorchis,Brasiliorchis_gracilis,Epiphyte,Seed plant
Orchidaceae,Brasiliorchis,Brasiliorchis_marginata,Epiphyte,Seed plant
Orchidaceae,Brasiliorchis,Brasiliorchis_picta,Epiphyte,Seed plant
Orchidaceae,Brasiliorchis,Brasiliorchis_porphyrostele,Epiphyte,Seed plant
Orchidaceae,Brassavola,Brassavola_cucullata,Epiphyte,Seed plant
Orchidaceae,Brassavola,Brassavola_nodosa,Epiphyte,Seed plant
Orchidaceae,Brassavola,Brassavola_tuberculata,Epiphyte,Seed plant
Orchidaceae,Brassia,Brassia_MA1003,Epiphyte,Seed plant
Orchidaceae,Brassia,Brassia_neglecta,Epiphyte,Seed plant
Orchidaceae,Brassia,Brassia_signata,Epiphyte,Seed plant
Orchidaceae,Brassia,Brassia_verrucosa,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_affgranulosum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_chloranthum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_exaltatum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_glutinosum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_gracile,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_incarum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_LM002,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_micholitzianum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_napellii,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_pachyacris,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_plumatum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_reginaldoi,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_sordidum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_weberbauerianum,Epiphyte,Seed plant
Orchidaceae,Bulbophyllum,Bulbophyllum_weddellii,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_aurantiacum,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_biolleyi,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_carinatum,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_cucullatum,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_dendrobioides,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_exaltatum,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_hagsaterianum,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_meleagris,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_neglectum,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_ochroleucum,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_sp110,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_sp73,Epiphyte,Seed plant
Orchidaceae,Camaridium,Camaridium_vestitum,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_AM04,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_grisebachii,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_LMN0001,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_micranthum,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_MK001,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_neglectum,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_robustum,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_schiedei,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_sellowii,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_spannagelii,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_ulaei,Epiphyte,Seed plant
Orchidaceae,Campylocentrum,Campylocentrum_VGJ165,Epiphyte,Seed plant
Orchidaceae,Capanemia,Capanemia_micromera,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_barbatum,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_cernuum,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_crinitum,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_fimbriatum,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_HKsp_1,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_integerrimum,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_MA1004,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_macrocarpum,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_MJC71,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_MVI001,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_sp_1ManMa,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_sp_2ManMa,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_sp_3ManMa,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_sp74,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_tenebrosum,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_VGJ308,Epiphyte,Seed plant
Orchidaceae,Catasetum,Catasetum_viridiflavum,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_brevipedunculata,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_cernua,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_coccinea,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_dowiana,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_forbesii,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_luteola,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_sp86,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_sphs1,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_VGJ445,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_violacea,Epiphyte,Seed plant
Orchidaceae,Cattleya,Cattleya_walkeriana,Epiphyte,Seed plant
Orchidaceae,Caularthron,Caularthron_bilamellatum,Epiphyte,Seed plant
Orchidaceae,Centroglossa,Centroglossa_macroceras,Epiphyte,Seed plant
Orchidaceae,Chaubardia,Chaubardia_klugii,Epiphyte,Seed plant
Orchidaceae,Christensonella,Christensonella_acicularis,Epiphyte,Seed plant
Orchidaceae,Christensonella,Christensonella_juergensii,Epiphyte,Seed plant
Orchidaceae,Christensonella,Christensonella_paranaensis,Epiphyte,Seed plant
Orchidaceae,Christensonella,Christensonella_subulata,Epiphyte,Seed plant
Orchidaceae,Christensonella,Christensonella_uncata,Epiphyte,Seed plant
Orchidaceae,Chrysocycnis,Chrysocycnis_sp_1WerTr,Epiphyte,Seed plant
Orchidaceae,Chysis,Chysis_bractescens,Epiphyte,Seed plant
Orchidaceae,Cirrhaea,Cirrhaea_dependens,Epiphyte,Seed plant
Orchidaceae,Cischweinfia,Cischweinfia_jarae,Epiphyte,Seed plant
